,accession,ambiguous_bases,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxid,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,ncbi_genus_taxid
327740,RS_GCF_002965765.1,0,96.13,0.16,1173,f__Enterobacteriaceae (UID5124),336,0.0,3790225,88.36362152773731,51,2172854,50.656952685138776,4289350,GB_GCA_021307345.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,not type material,none,f,6,6,511027,511027,3038,1,2901,NZ_PTRG01000030.1,411780,6,356,NZ_PTRG01000003.1,2901,5336,0,99.862,AWAO01000008.794834.797735,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli KOEGE 71 (186a),84104,84104,t,f,f,285424,285424,Contig,ASM296576v1,na,PRJNA224116,SAMN04992183,51,285424,USA: CA,2018-02-28,GCA_002965765.1,none,full,none,rectum blue sheep (Pseudois nayaur),none,0,6,Escherichia sp. MOD1-EC6819,4215,na,16,none,none,none,none,none,2018/02/28,0,2093898,5,MOD1-EC6819,FDA/CFSAN,2093898,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. MOD1-EC6819,0,4289350,11,82,none,4289350,0,PTRG00000000.1,3943,51,1634,1,1540,2776,0,99.221,2235399,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1539,NZ_PTRG01000035.1,1539,2826,0,99.805,CP032892.4829929.4831482,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,82,1,561.0
291235,GB_GCA_002965705.1,0,98.02,0.07,1173,f__Enterobacteriaceae (UID5124),336,0.0,4000388,88.01400695067206,73,2289901,50.38095368008075,4545172,GB_GCA_021307345.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,not type material,none,f,7,7,573897,573897,3157,1,2901,PTRF01000046.1,129347,4,111,PTRF01000014.1,2901,5313,0,99.724,ASTZ01000003.406455.409356,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia sp. KTE31,62262,62262,t,f,f,233107,233107,Contig,ASM296570v1,na,PRJNA230969,SAMN04992208,73,233107,USA: CA,2018-02-28,GCA_002965705.1,none,full,none,rectum,none,0,none,Escherichia sp. MOD1-EC6842,none,na,none,none,none,none,none,none,2018/02/28,0,2093899,none,MOD1-EC6842,FDA/CFSAN,2093899,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. MOD1-EC6842,0,4545172,none,none,none,4545172,0,PTRF00000000.1,4282,73,1732,1,none,none,none,none,none,none,1539,PTRF01000050.1,1539,2815,0,99.675,CP032892.4829929.4831482,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,76,1,561.0
129625,RS_GCF_002965065.1,0,98.18,0.5,1173,f__Enterobacteriaceae (UID5124),336,20.0,3997179,85.96790101896543,333,2328123,50.071274672456966,4649618,RS_GCF_002965065.1,t,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp002965065,not type material,none,f,34,34,117248,117248,2374,4,2351,NZ_PTRE01000080.1,42472,1,111,NZ_PTRE01000051.1,2351,4265,0,99.405,CP027104.17949.20873,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,13962,13962,t,f,f,42692,42692,Contig,ASM296506v1,na,PRJNA224116,SAMN04992369,333,42692,USA: PA,2018-02-28,GCA_002965065.1,none,full,none,canine rectum,none,0,7,Escherichia sp. MOD1-EC7003,5032,na,9,none,none,none,none,none,2018/02/28,0,2093900,3,MOD1-EC7003,FDA/CFSAN,2093900,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. MOD1-EC7003,0,4649618,11,77,none,4649618,0,PTRE00000000.1,4616,333,1775,1,1537,2756,0,99.024,4354243,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1538,NZ_PTRE01000063.1,1538,2780,0,99.285,CP019903.2148495.2150050,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,79,1,561.0
186264,GB_GCA_002965005.1,0,98.8,0.75,1173,f__Enterobacteriaceae (UID5124),336,30.0,4065605,88.18281079327126,91,2331422,50.568450477916585,4610428,GB_GCA_021307345.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,not type material,none,f,14,14,328821,328821,3052,1,2901,PTRD01000008.1,101385,6,111,PTRD01000014.1,2901,5302,0,99.655,AWAO01000008.794834.797735,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli KOEGE 71 (186a),50664,50664,t,f,f,105336,105336,Contig,ASM296500v1,na,PRJNA230969,SAMN04992377,91,105336,USA: NY,2018-02-28,GCA_002965005.1,none,full,none,feces,none,0,none,Escherichia sp. MOD1-EC7011,none,na,none,none,none,none,none,none,2018/02/28,0,2093901,none,MOD1-EC7011,FDA/CFSAN,2093901,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. MOD1-EC7011,0,4610428,none,none,none,4610428,0,PTRD00000000.1,4338,91,1677,1,none,none,none,none,none,none,1489,PTRD01000004.1,1489,2734,0,99.799,CP029579.3112859.3114412,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,88,1,561.0
87804,GB_GCA_003027815.1,0,99.97,0.1,1173,f__Enterobacteriaceae (UID5124),336,0.0,4036843,88.60410729042404,48,2307969,50.65729157635624,4556045,GB_GCA_021307345.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,not type material,none,f,4,4,827790,827790,2939,1,2902,PYQY01000029.1,171939,7,356,PYQY01000010.1,2902,5336,0,99.862,JUDX01000032.203.3133,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,94917,94917,t,f,f,474000,474000,Contig,ASM302781v1,na,PRJNA230969,SAMN08668639,48,474000,USA: OH,2018-03-31,GCA_003027815.1,none,full,none,rectal swab,40.4 N 82.9 W,0,4,Escherichia sp. 4726-5,none,na,16,none,none,none,none,none,2018/03/31,0,2137852,3,4726-5,FDA/CFSAN,2137852,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. 4726-5,0,4556045,11,82,none,4556045,0,PYQY00000000.1,4280,48,1658,1,none,none,none,none,none,none,1539,PYQY01000031.1,1539,2820,0,99.74,CP010228.3837416.3838971,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,82,1,561.0
327114,RS_GCF_003027595.1,0,100.0,0.07,1173,f__Enterobacteriaceae (UID5124),336,0.0,4127780,87.61471920830108,154,2377687,50.467897724740126,4711286,RS_GCF_002900365.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia marmotae,not type material,none,f,14,14,309971,309971,3039,1,2902,NZ_PYQM01000090.1,41371,4,355,NZ_PYQM01000033.1,2902,5326,0,99.793,CP025979.4420416.4423341,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia marmotae,30592,30592,t,f,f,104576,104576,Contig,ASM302759v1,na,PRJNA224116,SAMN08668651,154,104576,USA: WI,2018-03-31,GCA_003027595.1,none,full,none,lymph node,43.8 N 88.8 W,0,2,Escherichia sp. 20412-1,4789,na,13,none,none,none,none,none,2018/03/31,0,2137853,3,20412-1,FDA/CFSAN,2137853,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. 20412-1,0,4711286,11,86,none,4711286,0,PYQM00000000.1,4464,154,1698,1,1539,2769,0,99.155,2235399,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__coli,1538,NZ_PYQM01000103.1,1538,2830,0,99.87,CP025979.2766445.2767998,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia marmotae,0,19,87,1,561.0
327643,RS_GCF_003064065.1,0,99.67,0.39,1173,f__Enterobacteriaceae (UID5124),336,0.0,4495953,87.79141744005673,214,2588494,50.54491390258799,5121176,RS_GCF_003697165.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,not type material,none,f,17,17,360895,360895,1171,4,1079,NZ_QAXQ01000084.1,160802,7,356,NZ_QAXQ01000032.1,1079,1993,0,100,ASAG01038951.1518.4856,Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Nicotiana tomentosiformis,23930,23930,f,f,t,90222,90222,Contig,ASM306406v1,na,PRJNA224116,SAMN08888774,214,90222,China: Taizhou,2018-04-23,GCA_003064065.1,none,full,none,sewage,none,0,10,Escherichia sp. R8,5275,na,16,none,none,none,none,none,2018/04/23,0,2161825,4,R8,Zhejiang Chinese Medical University,2161825,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. R8,0,5121176,11,80,none,5121176,0,QAXQ00000000.1,4833,214,1095,5,227,132,4.61e-29,77.533,839,k__Archaea;p__Crenarchaeota;c__Thermoprotei;o__;f__;g__;s__,1062,NZ_QAXQ01000082.1,1056,1951,0,100,ASJU01097987.117.1915,Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;Solanales;Capsicum;Capsicum annuum,0,18,80,1,561.0
388892,GB_GCA_003046645.1,0,99.97,0.38,1173,f__Enterobacteriaceae (UID5124),336,25.0,3915705,88.31561362210836,128,2247717,50.69547019089654,4433763,GB_GCA_021307345.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia ruysiae,not type material,none,f,16,16,358812,358812,3246,1,2901,PZKQ01000079.1,216,3,111,PZKQ01000074.1,2901,5330,0,99.828,ASQM01000192.37101.40002,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli KTE33,34638,34638,t,f,f,88088,88088,Contig,ASM304664v1,na,PRJNA230969,SAMN04993095,128,88088,India,2018-04-09,GCA_003046645.1,none,full,none,heart,none,0,3,Escherichia sp. MOD1-EC6475,none,na,9,none,none,none,none,none,2018/04/09,0,2162662,5,MOD1-EC6475,FDA/CFSAN,2162662,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. MOD1-EC6475,0,4433763,11,72,none,4433763,0,PZKQ00000000.1,4150,128,1659,1,none,none,none,none,none,none,1538,PZKQ01000082.1,1537,2800,0,99.545,CP032261.4674941.4676494,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,0,19,72,1,561.0
339474,RS_GCF_004211995.1,0,98.96,0.63,1173,f__Enterobacteriaceae (UID5124),336,0.0,4245711,88.43744395473512,54,2423467,50.48604547534921,4800807,RS_GCF_005843885.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp005843885,not type material,none,f,7,6,498954,575831,3052,1,2899,NZ_RHJQ01000036.1,142938,1,356,NZ_RHJQ01000001.1,2901,5284,0,99.552,CP000247.4127494.4130397,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli 536,88893,97975,t,f,f,219512,337913,Scaffold,ASM421199v1,na,PRJNA224116,SAMN10238541,54,219512,Hong Kong,2019-02-19,GCA_004211995.1,none,full,none,sediment,22.36 N 114.08 E,0,9,Escherichia sp. E14S1,none,na,4,49,6,337913,123950,65465,2019/02/19,5,2478968,1,E14S1,The Hong Kong University of Science and Technology,2478968,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. E14S1,536,4800807,11,70,none,4800271,0,RHJQ00000000.1,4470,49,1693,1,none,none,none,none,none,none,1538,NZ_RHJQ01000009.1,1538,2835,0,99.935,CP032892.4729892.4731445,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,536,18,70,1,561.0
239148,RS_GCF_004323655.1,0,98.96,0.44,1173,f__Enterobacteriaceae (UID5124),336,0.0,4214316,88.27452785885178,76,2416230,50.61211579770906,4774102,RS_GCF_004211955.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp004211955,not type material,none,f,9,9,692795,692795,44526,1,2903,NZ_RHJP01000005.1,44526,6,111,NZ_RHJP01000005.1,2903,5317,0,99.724,JMJD01000003.750330.753261,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,62815,64514,t,f,f,198568,198740,Scaffold,ASM432365v1,na,PRJNA224116,SAMN10238542,76,198568,Hong Kong,2019-03-04,GCA_004323655.1,none,full,none,sediment,22.36 N 114.08 E,0,5,Escherichia sp. E1S7,none,na,8,74,9,198740,97035,71506,2019/03/04,2,2478969,1,E1S7,The Hong Kong University of Science and Technology,2478969,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. E1S7,87,4774102,11,72,none,4774015,0,RHJP00000000.1,4446,74,1928,1,none,none,none,none,none,none,1539,NZ_RHJP01000051.1,1539,2843,0,100,CP031653.1301657.1303210,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,87,18,72,1,561.0
339476,RS_GCF_004211985.1,0,99.85,0.41,1173,f__Enterobacteriaceae (UID5124),336,0.0,4251747,88.43384164325346,64,2436541,50.68503209755326,4807828,RS_GCF_005843885.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp005843885,not type material,none,f,6,5,641369,922759,3245,1,2899,NZ_RHJO01000034.1,3245,2,111,NZ_RHJO01000034.1,2900,5299,0,99.655,CP019944.5063779.5066679,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,75112,80130,t,f,f,280972,333887,Scaffold,ASM421198v1,na,PRJNA224116,SAMN10238543,64,280972,Hong Kong,2019-02-19,GCA_004211985.1,none,full,none,sediment,22.36 N 114.08 E,0,2,Escherichia sp. E10V10,none,na,4,60,5,333887,182331,44433,2019/02/19,4,2478970,1,E10V10,The Hong Kong University of Science and Technology,2478970,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. E10V10,608,4807828,11,68,none,4807220,0,RHJO00000000.1,4480,60,1702,1,none,none,none,none,none,none,1538,NZ_RHJO01000039.1,1538,2841,0,100,CP031134.1449423.1450976,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,608,18,68,1,561.0
42101,RS_GCF_004323665.1,0,98.96,0.51,1173,f__Enterobacteriaceae (UID5124),336,0.0,4400126,88.06041091413495,73,2521020,50.45466881105647,4996713,RS_GCF_005843885.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp005843885,not type material,none,f,8,8,576425,576425,3072,1,2901,NZ_RHJN01000017.1,206894,1,111,NZ_RHJN01000001.1,2901,5286,0,99.552,CP021840.1774977.1777906,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,68446,69398,t,f,f,206894,206894,Scaffold,ASM432366v1,na,PRJNA224116,SAMN10238544,73,206894,Hong Kong,2019-03-04,GCA_004323665.1,none,full,none,sediment,22.36 N 114.08 E,0,7,Escherichia sp. E10V4,none,na,3,72,8,206894,102676,40722,2019/03/04,1,2478971,1,E10V4,The Hong Kong University of Science and Technology,2478971,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. E10V4,109,4996713,11,65,none,4996604,0,RHJN00000000.1,4689,72,1737,1,none,none,none,none,none,none,1539,NZ_RHJN01000045.1,1539,2843,0,100,CP027701.3665998.3667549,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,109,18,65,1,561.0
338848,RS_GCF_004212315.1,0,98.28,0.41,1173,f__Enterobacteriaceae (UID5124),336,0.0,4427317,88.34357382934688,66,2528199,50.4540406454336,5011476,RS_GCF_005843885.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp005843885,not type material,none,f,8,8,524205,524205,3475,1,2899,NZ_RHJM01000008.1,3475,2,111,NZ_RHJM01000008.1,2899,5315,0,99.759,ANUO01000043.231222.234121,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli KTE75,75922,82155,t,f,f,196227,196227,Scaffold,ASM421231v1,na,PRJNA224116,SAMN10238545,66,196227,Hong Kong,2019-02-19,GCA_004212315.1,none,full,none,periphyton,22.36 N 114.08 E,0,6,Escherichia sp. E10V5,none,na,6,61,8,196227,95158,34282,2019/02/19,5,2478972,3,E10V5,The Hong Kong University of Science and Technology,2478972,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. E10V5,581,5011476,11,73,none,5010895,0,RHJM00000000.1,4735,61,1483,1,none,none,none,none,none,none,1451,NZ_RHJM01000004.1,1451,2680,0,100,CP032892.4729892.4731445,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,581,19,74,1,561.0
338815,RS_GCF_004212295.1,0,99.85,0.41,1173,f__Enterobacteriaceae (UID5124),336,0.0,4307285,88.50972391807258,45,2464928,50.65506203730952,4866454,RS_GCF_005843885.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp005843885,not type material,none,f,7,7,534896,534896,3205,1,2899,NZ_RHJL01000034.1,534896,2,356,NZ_RHJL01000001.1,2901,5312,0,99.724,JFJM01000019.125.3026,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,108135,118694,t,f,f,262397,262397,Scaffold,ASM421229v1,na,PRJNA224116,SAMN10238546,45,262397,Hong Kong,2019-02-19,GCA_004212295.1,none,full,none,periphyton,22.36 N 114.08 E,0,3,Escherichia sp. E14V10,none,na,6,41,7,262397,139673,92231,2019/02/19,4,2478973,1,E14V10,The Hong Kong University of Science and Technology,2478973,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. E14V10,350,4866454,11,64,none,4866104,0,RHJL00000000.1,4489,41,1726,1,none,none,none,none,none,none,1538,NZ_RHJL01000018.1,1538,2835,0,99.935,CP032261.4674941.4676494,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,350,18,65,1,561.0
239849,RS_GCF_004212255.1,0,99.55,0.41,1173,f__Enterobacteriaceae (UID5124),336,0.0,4301888,88.44720333435312,46,2463324,50.65267139705464,4863792,RS_GCF_005843885.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp005843885,not type material,none,f,8,8,469601,505168,3050,1,2899,NZ_RHJK01000031.1,140052,3,111,NZ_RHJK01000003.1,2901,5312,0,99.724,JFJM01000019.125.3026,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,105721,118629,f,f,t,255924,255924,Scaffold,ASM421225v1,na,PRJNA224116,SAMN10238547,46,255924,Hong Kong,2019-02-19,GCA_004212255.1,none,full,none,periphyton,22.36 N 114.08 E,0,3,Escherichia sp. E14V5,none,na,5,41,8,255924,135703,71700,2019/02/19,5,2478974,1,E14V5,The Hong Kong University of Science and Technology,2478974,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;x__unclassified Escherichia;s__Escherichia sp. E14V5,625,4863792,11,65,none,4863167,0,RHJK00000000.1,4493,41,1556,1,none,none,none,none,none,none,1539,NZ_RHJK01000015.1,1539,2843,0,100,CP032265.1878342.1879895,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;Escherichia coli,625,17,66,1,561.0
