,accession,ambiguous_bases,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation_ncbi_taxa,gtdb_type_designation_ncbi_taxa_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxid,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,ncbi_genus_taxid
21662,RS_GCF_002113375.1,0,99.11,0.74,1090,g__Pseudomonas (UID4576),364,0.0,5330174,88.30048485820366,57,3627535,60.10698027930131,6036404,RS_GCF_002113375.1,t,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002113375,not type material,none,f,8,7,564270,641684,5445,1,2888,NZ_NEHO01000040.1,10369,7,334,NZ_NEHO01000037.1,2889,5262,0,99.55,CP029693.3642085.3645000,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida,105879,116084,t,f,f,257600,305940,Scaffold,ASM211337v1,na,PRJNA224116,SAMN06771389,57,257600,Brazil,2017-04-27,GCA_002113375.1,none,full,none,rhizosphere soil from sugare cane field,22.7 S 47.6 W,0,1,Pseudomonas sp. R37(2017),5450,na,11,52,7,305940,159662,86958,2017/04/27,5,1981685,1,R37(2017),University of Sao Paulo,1981685,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. R37(2017),1273,6036404,11,61,none,6035131,0,NEHO00000000.1,5515,52,5445,1,1532,2719,0,98.695,4458805,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_NEHO01000040.1,1533,2765,0,99.217,CP029693.2856735.2858272,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida,1273,19,60,1,286.0
216384,RS_GCF_002112425.1,0,99.93,1.14,1043,g__Pseudomonas (UID4550),368,30.0,5653131,90.16359216952212,31,3779488,60.2843574077022,6269860,RS_GCF_002112385.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002112385,not type material,none,f,5,5,793173,793173,5887,1,2887,NZ_NEHP01000022.1,278070,2,331,NZ_NEHP01000010.1,2887,5332,0,100,NEHS01000019.2749.5637,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. R33(2017),202239,208995,t,f,f,498013,498013,Scaffold,ASM211242v1,na,PRJNA224116,SAMN06771388,31,498013,Brazil,2017-04-27,GCA_002112425.1,none,full,none,rhizosphere soil from sugare cane field,22.7 S 47.6 W,0,1,Pseudomonas sp. R36(2017),5707,na,5,30,5,498013,305269,161888,2017/04/27,1,1981686,1,R36(2017),University of Sao Paulo,1981686,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. R36(2017),426,6269860,11,65,none,6269434,0,NEHP00000000.1,5689,30,5887,1,1532,2824,0,99.935,140483,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_NEHP01000022.1,1533,2832,0,100,CP028826.815165.816702,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens,426,19,65,1,286.0
218593,RS_GCF_002112445.1,0,99.93,0.59,1043,g__Pseudomonas (UID4550),368,75.0,5779534,90.14161172471964,34,3884984,60.59460002408197,6411616,RS_GCF_003352185.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E kribbensis,not type material,none,f,8,7,677754,677754,5493,1,2887,NZ_NEHQ01000024.1,276454,6,305,NZ_NEHQ01000013.1,2887,5332,0,100,NEHR01000001.833359.836247,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. R34(2017),188571,200363,t,f,f,343840,353766,Scaffold,ASM211244v1,na,PRJNA224116,SAMN06771387,34,343840,Brazil,2017-04-27,GCA_002112445.1,none,full,none,rhizosphere soil from sugare cane field,22.7 S 47.6 W,0,1,Pseudomonas sp. R35(2017),5807,na,9,32,7,353766,289532,179823,2017/04/27,2,1981687,1,R35(2017),University of Sao Paulo,1981687,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. R35(2017),180,6411616,11,65,none,6411436,0,NEHQ00000000.1,5790,32,5493,1,1532,2819,0,99.869,140483,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_NEHQ01000024.1,1533,2826,0,99.935,CP028826.815165.816702,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens,180,19,65,1,286.0
117360,RS_GCF_002113425.1,0,99.93,0.32,1043,g__Pseudomonas (UID4550),368,50.0,5779648,90.06321014803055,28,3888014,60.587144663441805,6417324,RS_GCF_003352185.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E kribbensis,not type material,none,f,6,6,836495,836495,836495,2,2887,NZ_NEHR01000001.1,661173,8,305,NZ_NEHR01000002.1,2887,5332,0,100,NEHR01000001.833359.836247,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. R34(2017),229186,237678,t,f,f,416800,434810,Scaffold,ASM211342v1,na,PRJNA224116,SAMN06771386,28,416800,Brazil,2017-04-27,GCA_002113425.1,none,full,none,rhizosphere soil from sugare cane field,22.7 S 47.6 W,0,1,Pseudomonas sp. R34(2017),5804,na,13,27,6,434810,331556,233255,2017/04/27,1,1981688,2,R34(2017),University of Sao Paulo,1981688,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. R34(2017),98,6417324,11,69,none,6417226,0,NEHR00000000.1,5787,27,836495,2,1532,2819,0,99.869,140483,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_NEHR01000001.1,1533,2826,0,99.935,CP028826.815165.816702,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens,98,19,69,1,286.0
21031,RS_GCF_002112455.1,0,99.93,0.86,1043,g__Pseudomonas (UID4550),368,12.5,5653095,90.17544436142566,26,3778962,60.28427536104726,6268996,RS_GCF_002112385.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002112385,not type material,none,f,5,5,793173,793173,5887,1,2887,NZ_NEHS01000019.1,278070,2,331,NZ_NEHS01000010.1,2887,5332,0,100,NEHS01000019.2749.5637,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. R33(2017),241098,250759,t,f,f,597519,597519,Scaffold,ASM211245v1,na,PRJNA224116,SAMN06771385,26,597519,Brazil,2017-04-27,GCA_002112455.1,none,full,none,rhizosphere soil from sugare cane field,22.7 S 47.6 W,0,1,Pseudomonas sp. R33(2017),5708,na,5,25,5,597519,305267,171785,2017/04/27,1,1981689,1,R33(2017),University of Sao Paulo,1981689,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. R33(2017),426,6268996,11,63,none,6268570,0,NEHS00000000.1,5690,25,5887,1,1532,2824,0,99.935,140483,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_NEHS01000019.1,1533,2832,0,100,CP028826.815165.816702,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens,426,19,63,1,286.0
118260,RS_GCF_002112485.1,0,99.93,0.59,1043,g__Pseudomonas (UID4550),368,75.0,5781951,90.17874633324058,30,3885174,60.59548422435639,6411656,RS_GCF_003352185.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E kribbensis,not type material,none,f,6,6,694442,694442,683148,1,2887,NZ_NEHT01000002.1,683148,7,88,NZ_NEHT01000002.1,2887,5332,0,100,NEHR01000001.833359.836247,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. R34(2017),213721,213721,t,f,f,416787,416787,Contig,ASM211248v1,na,PRJNA224116,SAMN06771384,30,416787,Brazil,2017-04-27,GCA_002112485.1,none,full,none,rhizosphere soil from sugare cane field,22.7 S 47.6 W,0,1,Pseudomonas sp. R32(2017),5808,na,9,none,none,none,none,none,2017/04/27,0,1981690,1,R32(2017),University of Sao Paulo,1981690,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. R32(2017),0,6411656,11,65,none,6411656,0,NEHT00000000.1,5790,30,683148,1,1532,2819,0,99.869,140483,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_NEHT01000002.1,1533,2826,0,99.935,CP028826.815165.816702,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens,0,19,65,1,286.0
316785,RS_GCF_002113405.1,0,99.93,0.86,1043,g__Pseudomonas (UID4550),368,12.5,5654175,90.19216845474205,23,3779256,60.28453201140655,6269031,RS_GCF_002112385.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002112385,not type material,none,f,5,5,794607,794607,5709,1,2887,NZ_NEHU01000018.1,277757,2,110,NZ_NEHU01000010.1,2887,5332,0,100,NEHS01000019.2749.5637,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. R33(2017),272566,272566,t,f,f,636412,636412,Contig,ASM211340v1,na,PRJNA224116,SAMN06771383,23,636412,Brazil,2017-04-27,GCA_002113405.1,none,full,none,rhizosphere soil from sugare cane field,22.7 S 47.6 W,0,1,Pseudomonas sp. R31(2017),5705,na,4,none,none,none,none,none,2017/04/27,0,1981691,1,R31(2017),University of Sao Paulo,1981691,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. R31(2017),0,6269031,11,65,none,6269031,0,NEHU00000000.1,5686,23,5709,1,1532,2824,0,99.935,140483,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_NEHU01000018.1,1533,2832,0,100,CP028826.815165.816702,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens,0,19,65,1,286.0
118122,RS_GCF_002112515.1,0,99.64,0.19,1044,g__Pseudomonas (UID4550),368,33.33,5525593,88.87922537159594,69,4027251,64.78974728747046,6216968,RS_GCF_019145435.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E ekonensis,not type material,none,f,9,9,558440,558440,5415,1,2887,NZ_NEHV01000042.1,347734,6,110,NZ_NEHV01000003.1,2887,5332,0,100,NEID01000039.2299.5187,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. R21(2017),90085,95645,t,f,f,271144,271144,Scaffold,ASM211251v1,na,PRJNA224116,SAMN06771382,69,271144,Brazil,2017-04-27,GCA_002112515.1,none,full,none,rhizosphere soil from sugare cane field,22.7 S 47.6 W,0,1,Pseudomonas sp. R29(2017),5536,na,8,65,9,271144,158124,66451,2017/04/27,4,1981692,1,R29(2017),University of Sao Paulo,1981692,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. R29(2017),1091,6216968,11,59,none,6215877,0,NEHV00000000.1,5508,65,5415,1,1532,2719,0,98.695,140483,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_NEHV01000042.1,1517,2791,0,99.868,NEIH01000040.180.1696,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. R16(2017),1091,19,59,1,286.0
317273,RS_GCF_002112505.1,0,100.0,0.24,845,f__Pseudomonadaceae (UID4490),321,0.0,5383773,89.81921952082162,45,3821110,63.75409546955183,5994010,RS_GCF_002112505.1,t,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp002112505,not type material,none,f,7,7,593756,593756,5273,1,2888,NZ_NEHW01000031.1,41812,6,110,NZ_NEHW01000027.1,2888,5334,0,100,NEHW01000031.2363.5252,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. R28(2017),133189,136227,t,f,f,320157,320157,Scaffold,ASM211250v1,na,PRJNA224116,SAMN06771381,45,320157,Brazil,2017-04-27,GCA_002112505.1,none,full,none,rhizosphere soil from sugare cane field,22.7 S 47.6 W,0,1,Pseudomonas sp. R28(2017),5421,na,11,44,7,320157,196388,85013,2017/04/27,1,1981693,1,R28(2017),University of Sao Paulo,1981693,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. R28(2017),497,5994010,11,69,none,5993513,0,NEHW00000000.1,5360,44,5273,1,1532,2824,0,99.935,4458805,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_NEHW01000031.1,1533,2832,0,100,CP011525.5437373.5438919,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. JY-Q,497,19,69,1,286.0
217514,RS_GCF_002113445.1,0,99.64,0.19,1044,g__Pseudomonas (UID4550),368,33.33,5526364,88.88374928970865,62,4027797,64.79105761129004,6217519,RS_GCF_019145435.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E ekonensis,not type material,none,f,8,8,557931,557931,5415,1,2887,NZ_NEHX01000040.1,347328,7,110,NZ_NEHX01000005.1,2887,5332,0,100,NEID01000039.2299.5187,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. R21(2017),100267,107198,t,f,f,299875,299875,Scaffold,ASM211344v1,na,PRJNA224116,SAMN06771380,62,299875,Brazil,2017-04-27,GCA_002113445.1,none,full,none,rhizosphere soil from sugare cane field,22.7 S 47.6 W,0,1,Pseudomonas sp. R27(2017),5529,na,9,58,8,299875,151250,66459,2017/04/27,4,1981694,1,R27(2017),University of Sao Paulo,1981694,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. R27(2017),925,6217519,11,58,none,6216594,0,NEHX00000000.1,5500,58,5415,1,1532,2713,0,98.629,140483,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_NEHX01000040.1,1517,2785,0,99.802,NEIH01000040.180.1696,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. R16(2017),925,19,58,1,286.0
216742,RS_GCF_002112545.1,1,99.38,1.98,843,f__Pseudomonadaceae (UID4490),320,0.0,6290246,88.75028959116922,98,4489989,63.35703654284781,7087578,RS_GCF_009380155.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E piscis,not type material,none,f,9,9,814058,814058,42071,3,2888,NZ_NEHY01000031.1,12062,2,110,NZ_NEHY01000041.1,2888,5334,0,100,NEHY01000031.38952.41841,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. R26(2017),72314,75399,t,f,f,255166,299356,Scaffold,ASM211254v1,na,PRJNA224116,SAMN06771379,98,255166,Brazil,2017-04-27,GCA_002112545.1,none,full,none,rhizosphere soil from sugare cane field,22.7 S 47.6 W,0,1,Pseudomonas sp. R26(2017),6544,na,8,94,9,299356,179702,89776,2017/04/27,4,1981695,3,R26(2017),University of Sao Paulo,1981695,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. R26(2017),773,7087578,11,60,none,7086805,0,NEHY00000000.1,6519,94,1723,2,1538,2841,0,100,312351,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Serratia;s__marcescens,1539,NZ_NEHY01000058.1,1539,2843,0,100,CP033504.3390026.3391576,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia sp. LS-1,773,19,61,0,286.0
20738,RS_GCF_002112565.1,0,99.91,0.19,1044,g__Pseudomonas (UID4550),368,33.33,5521759,88.909468595409,60,4023326,64.78577179478921,6210541,RS_GCF_019145435.1,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E ekonensis,not type material,none,f,9,9,558185,558185,5415,1,2887,NZ_NEHZ01000038.1,347331,7,110,NZ_NEHZ01000003.1,2887,5332,0,100,NEID01000039.2299.5187,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. R21(2017),103503,107078,t,f,f,270791,270791,Scaffold,ASM211256v1,na,PRJNA224116,SAMN06771378,60,270791,Brazil,2017-04-27,GCA_002112565.1,none,full,none,rhizosphere soil from sugare cane field,22.7 S 47.6 W,0,1,Pseudomonas sp. R25(2017),5533,na,9,58,9,270791,165237,97945,2017/04/27,2,1981696,1,R25(2017),University of Sao Paulo,1981696,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. R25(2017),341,6210541,11,59,none,6210200,0,NEHZ00000000.1,5499,58,5415,1,1532,2713,0,98.629,140483,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_NEHZ01000038.1,1517,2785,0,99.802,NEIH01000040.180.1696,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. R16(2017),341,19,59,1,286.0
316106,RS_GCF_002113465.1,0,99.93,0.05,1043,g__Pseudomonas (UID4550),368,0.0,5644298,89.44990578461841,40,3819675,60.54042153983241,6310010,RS_GCF_001594225.2,f,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E glycinae,not type material,none,f,6,6,777947,777947,5518,1,2887,NZ_NEIA01000028.1,466961,7,332,NZ_NEIA01000004.1,2887,5332,0,100,CP028826.4213739.4216650,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens,157732,170540,t,f,f,390365,390365,Scaffold,ASM211346v1,na,PRJNA224116,SAMN06771377,40,390365,Brazil,2017-04-27,GCA_002113465.1,none,full,none,rhizosphere soil from sugare cane field,22.7 S 47.6 W,0,1,Pseudomonas sp. R24(2017),5667,na,11,37,6,390365,205140,110778,2017/04/27,3,1981697,2,R24(2017),University of Sao Paulo,1981697,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp. R24(2017),713,6310010,11,63,none,6309297,0,NEIA00000000.1,5632,37,5518,1,1532,2819,0,99.869,140483,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__,1533,NZ_NEIA01000028.1,1533,2832,0,100,CP028826.5194690.5196227,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens,713,19,63,1,286.0
